code1,code2,name1,name2,beta,score,half_life,p_value,correlation,data_points
159751.OF,513560.OF,鹏华中证港股通科技ETF,兴银中证港股通科技ETF,0.9881,149.6433,87.5124,0.0036,0.9977,240
159352.OF,159356.OF,南方中证A500ETF,万家中证A500ETF,1.0027,149.6392,72.1501,0.0000,0.9999,219
159330.OF,563080.OF,东财沪深300ETF,易方达中证A50ETF,0.8445,149.6345,59.0976,0.0037,0.9928,240
159330.OF,563080.OF,东财沪深300ETF,易方达中证A50ETF,0.8445,149.6345,59.0976,0.0037,0.9928,240
159330.OF,563080.OF,东财沪深300ETF,易方达中证A50ETF,0.8445,149.6345,59.0976,0.0037,0.9928,240
111021.SH,113631.SH,奥锐转债,皖天转债,1.0147,149.6336,110.4350,0.0037,0.9044,240
111021.SH,113631.SH,奥锐转债,皖天转债,1.0147,149.6336,110.4350,0.0037,0.9044,240
111021.SH,113631.SH,奥锐转债,皖天转债,1.0147,149.6336,110.4350,0.0037,0.9044,240
159351.OF,563880.OF,嘉实中证A500ETF,汇添富中证A500ETF,1.0027,149.6223,75.5333,0.0000,0.9999,228
110073.SH,127088.SZ,国投转债,赫达转债,1.0017,149.6165,64.3835,0.0038,0.9358,240
110073.SH,127088.SZ,国投转债,赫达转债,1.0017,149.6165,64.3835,0.0038,0.9358,240
110073.SH,127088.SZ,国投转债,赫达转债,1.0017,149.6165,64.3835,0.0038,0.9358,240
118032.SH,123165.SZ,建龙转债,回天转债,1.0035,149.6162,73.3349,0.0002,0.9873,240
127042.SZ,127067.SZ,嘉美转债,恒逸转2,0.9899,149.6025,144.1431,0.0040,0.9480,240
127042.SZ,127067.SZ,嘉美转债,恒逸转2,0.9899,149.6025,144.1431,0.0040,0.9480,240
127042.SZ,127067.SZ,嘉美转债,恒逸转2,0.9899,149.6025,144.1431,0.0040,0.9480,240
110064.SH,113037.SH,建工转债,紫银转债,0.9936,149.6011,78.7813,0.0040,0.9413,240
110064.SH,113037.SH,建工转债,紫银转债,0.9936,149.6011,78.7813,0.0040,0.9413,240
110064.SH,113037.SH,建工转债,紫银转债,0.9936,149.6011,78.7813,0.0040,0.9413,240
113636.SH,123104.SZ,甬金转债,卫宁转债,1.0073,149.5953,78.5733,0.0040,0.9290,240
113636.SH,123104.SZ,甬金转债,卫宁转债,1.0073,149.5953,78.5733,0.0040,0.9290,240
113636.SH,123104.SZ,甬金转债,卫宁转债,1.0073,149.5953,78.5733,0.0040,0.9290,240
127083.SZ,127088.SZ,山路转债,赫达转债,1.0048,149.5940,124.0168,0.0041,0.9370,240
127083.SZ,127088.SZ,山路转债,赫达转债,1.0048,149.5940,124.0168,0.0041,0.9370,240
127083.SZ,127088.SZ,山路转债,赫达转债,1.0048,149.5940,124.0168,0.0041,0.9370,240
512020.OF,563360.OF,鹏华中证A500ETF,华泰柏瑞中证A500ETF,1.0169,149.5913,81.7393,0.0000,0.9998,223
113679.SH,118022.SH,芯能转债,锂科转债,0.9883,149.5859,57.4794,0.0013,0.9622,240
110084.SH,127083.SZ,贵燃转债,山路转债,0.9876,149.5828,345.1631,0.0042,0.8680,240
110084.SH,127083.SZ,贵燃转债,山路转债,0.9876,149.5828,345.1631,0.0042,0.8680,240
110084.SH,127083.SZ,贵燃转债,山路转债,0.9876,149.5828,345.1631,0.0042,0.8680,240
118033.SH,123107.SZ,华特转债,温氏转债,1.0086,149.5791,132.1129,0.0042,0.9262,240
118033.SH,123107.SZ,华特转债,温氏转债,1.0086,149.5791,132.1129,0.0042,0.9262,240
118033.SH,123107.SZ,华特转债,温氏转债,1.0086,149.5791,132.1129,0.0042,0.9262,240
159330.OF,562890.OF,东财沪深300ETF,嘉实中证A50ETF,0.8182,149.5781,58.5459,0.0042,0.9931,240
159330.OF,562890.OF,东财沪深300ETF,嘉实中证A50ETF,0.8182,149.5781,58.5459,0.0042,0.9931,240
159330.OF,562890.OF,东财沪深300ETF,嘉实中证A50ETF,0.8182,149.5781,58.5459,0.0042,0.9931,240
113059.SH,127083.SZ,福莱转债,山路转债,1.0037,149.5755,99.8813,0.0042,0.9310,240
113059.SH,127083.SZ,福莱转债,山路转债,1.0037,149.5755,99.8813,0.0042,0.9310,240
113059.SH,127083.SZ,福莱转债,山路转债,1.0037,149.5755,99.8813,0.0042,0.9310,240
110067.SH,127088.SZ,华安转债,赫达转债,0.9833,149.5725,52.6960,0.0016,0.9242,240
127054.SZ,127102.SZ,双箭转债,浙建转债,0.9945,149.5664,20.3116,0.0033,0.9079,240
111014.SH,123179.SZ,李子转债,立高转债,0.9975,149.5652,47.4634,0.0020,0.9658,240
127017.SZ,127025.SZ,万青转债,冀东转债,0.9872,149.5640,80.8004,0.0003,0.9472,240
113633.SH,127069.SZ,科沃转债,小熊转债,1.0161,149.5548,47.6774,0.0021,0.9636,240
118033.SH,127022.SZ,华特转债,恒逸转债,0.9758,149.5485,61.9940,0.0014,0.9414,240
159338.OF,560530.OF,国泰中证A500ETF,摩根中证A500ETF,0.9946,149.5320,41.9028,0.0026,0.9998,240
110067.SH,110073.SH,华安转债,国投转债,0.9817,149.5302,84.0957,0.0005,0.9691,240
127040.SZ,127082.SZ,国泰转债,亚科转债,1.0147,149.5261,79.4933,0.0008,0.9578,240
110073.SH,111002.SH,国投转债,特纸转债,1.0069,149.5256,108.7656,0.0047,0.9299,240
110073.SH,111002.SH,国投转债,特纸转债,1.0069,149.5256,108.7656,0.0047,0.9299,240
110073.SH,111002.SH,国投转债,特纸转债,1.0069,149.5256,108.7656,0.0047,0.9299,240
513860.OF,513980.OF,海富通中证港股通科技ETF,景顺长城中证港股通科技ETF,1.0012,149.5241,68.6782,0.0013,0.9998,240
510300.OF,510330.OF,华泰柏瑞沪深300ETF,华夏沪深300ETF,1.0099,149.5200,96.0086,0.0000,0.9999,240
113647.SH,128108.SZ,禾丰转债,蓝帆转债,0.9747,149.5174,95.5166,0.0001,0.9579,240
159937.OF,518890.OF,博时黄金ETF,中银上海金ETF,1.0021,149.5162,96.7418,0.0000,1.0000,240
110073.SH,128128.SZ,国投转债,齐翔转2,1.0023,149.4964,63.6892,0.0019,0.9216,240
159300.OF,510350.OF,富国沪深300ETF,工银沪深300ETF,0.9916,149.4917,87.3371,0.0007,0.9999,240
110073.SH,123117.SZ,国投转债,健帆转债,0.9995,149.4903,96.2396,0.0003,0.9433,240
113679.SH,128121.SZ,芯能转债,宏川转债,0.9945,149.4812,48.2789,0.0028,0.9509,240
118005.SH,127042.SZ,天奈转债,嘉美转债,1.0003,149.4660,130.0656,0.0053,0.9517,240
118005.SH,127042.SZ,天奈转债,嘉美转债,1.0003,149.4660,130.0656,0.0053,0.9517,240
118005.SH,127042.SZ,天奈转债,嘉美转债,1.0003,149.4660,130.0656,0.0053,0.9517,240
110073.SH,111021.SH,国投转债,奥锐转债,1.0108,149.4649,69.9315,0.0019,0.9449,240
111000.SH,127038.SZ,起帆转债,国微转债,1.0006,149.4644,61.9495,0.0023,0.9718,240
113625.SH,123117.SZ,江山转债,健帆转债,0.9940,149.4592,39.8099,0.0034,0.9255,240
110082.SH,118033.SH,宏发转债,华特转债,0.9849,149.4516,377.5453,0.0055,0.9479,240
110082.SH,118033.SH,宏发转债,华特转债,0.9849,149.4516,377.5453,0.0055,0.9479,240
110082.SH,118033.SH,宏发转债,华特转债,0.9849,149.4516,377.5453,0.0055,0.9479,240
600061.SH,515630.OF,国投资本,鹏华中证800证券保险ETF,0.1402,149.4514,652.0178,0.0055,0.9806,240
600061.SH,515630.OF,国投资本,鹏华中证800证券保险ETF,0.1402,149.4514,652.0178,0.0055,0.9806,240
600061.SH,515630.OF,国投资本,鹏华中证800证券保险ETF,0.1402,149.4514,652.0178,0.0055,0.9806,240
123071.SZ,123107.SZ,天能转债,温氏转债,1.0139,149.4411,140.5203,0.0056,0.9413,240
123071.SZ,123107.SZ,天能转债,温氏转债,1.0139,149.4411,140.5203,0.0056,0.9413,240
123071.SZ,123107.SZ,天能转债,温氏转债,1.0139,149.4411,140.5203,0.0056,0.9413,240
518660.OF,518850.OF,工银黄金ETF,华夏黄金ETF,1.0034,149.4250,114.9969,0.0000,1.0000,240
113627.SH,113636.SH,太平转债,甬金转债,1.0091,149.4030,118.3363,0.0060,0.9147,240
113627.SH,113636.SH,太平转债,甬金转债,1.0091,149.4030,118.3363,0.0060,0.9147,240
113627.SH,113636.SH,太平转债,甬金转债,1.0091,149.4030,118.3363,0.0060,0.9147,240
518850.OF,518860.OF,华夏黄金ETF,建信上海金ETF,0.9987,149.4027,119.4567,0.0000,0.9999,240
113652.SH,118022.SH,伟22转债,锂科转债,0.9810,149.3881,116.8269,0.0003,0.9594,240
159338.OF,159361.OF,国泰中证A500ETF,易方达中证A500ETF,0.9920,149.3842,123.1557,0.0000,0.9998,232
159751.OF,513020.OF,鹏华中证港股通科技ETF,国泰中证港股通科技ETF,1.0514,149.3829,56.5860,0.0062,0.9997,240
159751.OF,513020.OF,鹏华中证港股通科技ETF,国泰中证港股通科技ETF,1.0514,149.3829,56.5860,0.0062,0.9997,240
159751.OF,513020.OF,鹏华中证港股通科技ETF,国泰中证港股通科技ETF,1.0514,149.3829,56.5860,0.0062,0.9997,240
113633.SH,123114.SZ,科沃转债,三角转债,1.0140,149.3810,62.9736,0.0030,0.9271,240
159741.OF,513130.OF,嘉实恒生科技ETF,华泰柏瑞恒生科技ETF,0.9960,149.3765,255.8476,0.0062,0.9993,240
159741.OF,513130.OF,嘉实恒生科技ETF,华泰柏瑞恒生科技ETF,0.9960,149.3765,255.8476,0.0062,0.9993,240
159741.OF,513130.OF,嘉实恒生科技ETF,华泰柏瑞恒生科技ETF,0.9960,149.3765,255.8476,0.0062,0.9993,240
113682.SH,127042.SZ,益丰转债,嘉美转债,0.9901,149.3718,190.4354,0.0063,0.9318,240
113682.SH,127042.SZ,益丰转债,嘉美转债,0.9901,149.3718,190.4354,0.0063,0.9318,240
113682.SH,127042.SZ,益丰转债,嘉美转债,0.9901,149.3718,190.4354,0.0063,0.9318,240
113652.SH,128121.SZ,伟22转债,宏川转债,0.9871,149.3659,99.2787,0.0014,0.9495,240
123107.SZ,127042.SZ,温氏转债,嘉美转债,0.9826,149.3643,59.6210,0.0034,0.9238,240
159339.OF,563800.OF,银华中证A500ETF,广发中证A500ETF,1.0073,149.3614,72.8418,0.0064,0.9999,233
159339.OF,563800.OF,银华中证A500ETF,广发中证A500ETF,1.0073,149.3614,72.8418,0.0064,0.9999,233
159339.OF,563800.OF,银华中证A500ETF,广发中证A500ETF,1.0073,149.3614,72.8418,0.0064,0.9999,233
159831.OF,518860.OF,嘉实上海金ETF,建信上海金ETF,0.9959,149.3535,129.2906,0.0000,0.9999,240
113627.SH,113638.SH,太平转债,台21转债,1.0077,149.3452,130.8697,0.0000,0.9310,240
159330.OF,563080.OF,东财沪深300ETF,易方达中证A50ETF,0.8445,149.3390,59.0976,0.0037,0.9928,240
159707.OF,159768.OF,华宝中证800地产ETF,银华中证内地地产主题ETF,1.2341,149.3344,133.1260,0.0000,0.9995,240
113631.SH,127083.SZ,皖天转债,山路转债,0.9719,149.3319,130.3369,0.0002,0.9491,240
159651.OF,511220.OF,平安中债-0-3年国开行ETF,海富通上证城投债ETF,0.4956,149.3244,258.7911,0.0068,0.9407,240
159651.OF,511220.OF,平安中债-0-3年国开行ETF,海富通上证城投债ETF,0.4956,149.3244,258.7911,0.0068,0.9407,240
159651.OF,511220.OF,平安中债-0-3年国开行ETF,海富通上证城投债ETF,0.4956,149.3244,258.7911,0.0068,0.9407,240
159766.OF,562510.OF,富国中证旅游主题ETF,华夏中证旅游主题ETF,0.9762,149.3213,135.7478,0.0000,0.9994,240
111000.SH,118005.SH,起帆转债,天奈转债,0.9867,149.3051,111.1545,0.0014,0.9476,240
110073.SH,127088.SZ,国投转债,赫达转债,1.0017,149.2945,64.3835,0.0038,0.9358,240
113682.SH,128134.SZ,益丰转债,鸿路转债,0.9887,149.2913,102.8430,0.0019,0.9228,240
159330.OF,562890.OF,东财沪深300ETF,嘉实中证A50ETF,0.8182,149.2853,58.5459,0.0042,0.9931,240
111002.SH,128128.SZ,特纸转债,齐翔转2,0.9954,149.2815,98.4809,0.0023,0.9261,240
159682.OF,159949.OF,景顺长城创业板50ETF,华安创业板50ETF,1.0058,149.2767,130.4088,0.0007,1.0000,240
123113.SZ,128108.SZ,仙乐转债,蓝帆转债,0.9733,149.2756,109.7264,0.0018,0.9655,240
111000.SH,113623.SH,起帆转债,凤21转债,0.9954,149.2704,88.3592,0.0073,0.9715,240
111000.SH,113623.SH,起帆转债,凤21转债,0.9954,149.2704,88.3592,0.0073,0.9715,240
111000.SH,113623.SH,起帆转债,凤21转债,0.9954,149.2704,88.3592,0.0073,0.9715,240
111002.SH,127088.SZ,特纸转债,赫达转债,0.9948,149.2470,287.0801,0.0075,0.9336,240
111002.SH,127088.SZ,特纸转债,赫达转债,0.9948,149.2470,287.0801,0.0075,0.9336,240
111002.SH,127088.SZ,特纸转债,赫达转债,0.9948,149.2470,287.0801,0.0075,0.9336,240
113631.SH,127088.SZ,皖天转债,赫达转债,0.9766,149.2183,146.9339,0.0078,0.9320,240
113631.SH,127088.SZ,皖天转债,赫达转债,0.9766,149.2183,146.9339,0.0078,0.9320,240
113631.SH,127088.SZ,皖天转债,赫达转债,0.9766,149.2183,146.9339,0.0078,0.9320,240
110064.SH,113037.SH,建工转债,紫银转债,0.9936,149.2072,78.7813,0.0040,0.9413,240
111014.SH,127042.SZ,李子转债,嘉美转债,0.9954,149.2068,95.0665,0.0032,0.9536,240
159751.OF,513560.OF,鹏华中证港股通科技ETF,兴银中证港股通科技ETF,0.9881,149.2058,87.5124,0.0036,0.9977,240
123107.SZ,127022.SZ,温氏转债,恒逸转债,0.9675,149.2051,99.6158,0.0030,0.9401,240
113636.SH,123104.SZ,甬金转债,卫宁转债,1.0073,149.2024,78.5733,0.0040,0.9290,240
111014.SH,127031.SZ,李子转债,洋丰转债,1.0052,149.1858,73.1155,0.0081,0.9401,240
111014.SH,127031.SZ,李子转债,洋丰转债,1.0052,149.1858,73.1155,0.0081,0.9401,240
111014.SH,127031.SZ,李子转债,洋丰转债,1.0052,149.1858,73.1155,0.0081,0.9401,240
111002.SH,113625.SH,特纸转债,江山转债,0.9986,149.1513,110.5651,0.0030,0.8858,240
113059.SH,113679.SH,福莱转债,芯能转债,1.0013,149.1454,212.9762,0.0085,0.9671,240
113059.SH,113679.SH,福莱转债,芯能转债,1.0013,149.1454,212.9762,0.0085,0.9671,240
113059.SH,113679.SH,福莱转债,芯能转债,1.0013,149.1454,212.9762,0.0085,0.9671,240
159603.OF,588350.OF,天弘中证科创创业50ETF,鹏扬中证科创创业50ETF,0.9908,149.1442,62.6942,0.0086,0.9999,240
159603.OF,588350.OF,天弘中证科创创业50ETF,鹏扬中证科创创业50ETF,0.9908,149.1442,62.6942,0.0086,0.9999,240
159603.OF,588350.OF,天弘中证科创创业50ETF,鹏扬中证科创创业50ETF,0.9908,149.1442,62.6942,0.0086,0.9999,240
518880.OF,518890.OF,华安黄金ETF,中银上海金ETF,1.0013,149.1263,174.7371,0.0000,1.0000,240
113623.SH,118042.SH,凤21转债,奥维转债,0.9892,149.1260,41.9674,0.0087,0.9689,240
113623.SH,118042.SH,凤21转债,奥维转债,0.9892,149.1260,41.9674,0.0087,0.9689,240
113623.SH,118042.SH,凤21转债,奥维转债,0.9892,149.1260,41.9674,0.0087,0.9689,240
111014.SH,128108.SZ,李子转债,蓝帆转债,0.9735,149.1241,218.5144,0.0088,0.9534,240
111014.SH,128108.SZ,李子转债,蓝帆转债,0.9735,149.1241,218.5144,0.0088,0.9534,240
111014.SH,128108.SZ,李子转债,蓝帆转债,0.9735,149.1241,218.5144,0.0088,0.9534,240
588700.OF,588860.OF,嘉实上证科创板生物医药ETF,工银上证科创板生物医药ETF,1.0334,149.1210,175.3089,0.0000,0.9999,240
110089.SH,113623.SH,兴发转债,凤21转债,0.9986,149.1209,106.5567,0.0035,0.9696,240
113633.SH,127054.SZ,科沃转债,双箭转债,1.0153,149.1195,129.9316,0.0088,0.9337,240
113633.SH,127054.SZ,科沃转债,双箭转债,1.0153,149.1195,129.9316,0.0088,0.9337,240
113633.SH,127054.SZ,科沃转债,双箭转债,1.0153,149.1195,129.9316,0.0088,0.9337,240
511700.OF,511850.OF,场内货币,招商财富宝E,1.0000,149.1174,36.6251,0.0088,0.8605,240
511700.OF,511850.OF,场内货币,招商财富宝E,1.0000,149.1174,36.6251,0.0088,0.8605,240
511700.OF,511850.OF,场内货币,招商财富宝E,1.0000,149.1174,36.6251,0.0088,0.8605,240
123117.SZ,128128.SZ,健帆转债,齐翔转2,1.0028,149.1168,79.0336,0.0088,0.8952,240
123117.SZ,128128.SZ,健帆转债,齐翔转2,1.0028,149.1168,79.0336,0.0088,0.8952,240
123117.SZ,128128.SZ,健帆转债,齐翔转2,1.0028,149.1168,79.0336,0.0088,0.8952,240
127042.SZ,127069.SZ,嘉美转债,小熊转债,1.0164,149.1028,119.4147,0.0090,0.9404,240
127042.SZ,127069.SZ,嘉美转债,小熊转债,1.0164,149.1028,119.4147,0.0090,0.9404,240
127042.SZ,127069.SZ,嘉美转债,小熊转债,1.0164,149.1028,119.4147,0.0090,0.9404,240
159751.OF,513020.OF,鹏华中证港股通科技ETF,国泰中证港股通科技ETF,1.0514,149.0999,56.5860,0.0062,0.9997,240
111021.SH,113631.SH,奥锐转债,皖天转债,1.0147,149.0815,110.4350,0.0037,0.9044,240
159351.OF,563220.OF,嘉实中证A500ETF,富国中证A500ETF,1.0083,149.0767,184.6606,0.0000,0.9999,240
113059.SH,127083.SZ,福莱转债,山路转债,1.0037,149.0761,99.8813,0.0042,0.9310,240
111000.SH,118042.SH,起帆转债,奥维转债,0.9847,149.0614,55.0524,0.0094,0.9747,240
111000.SH,118042.SH,起帆转债,奥维转债,0.9847,149.0614,55.0524,0.0094,0.9747,240
111000.SH,118042.SH,起帆转债,奥维转债,0.9847,149.0614,55.0524,0.0094,0.9747,240
118042.SH,128119.SZ,奥维转债,龙大转债,0.9981,149.0612,76.7484,0.0094,0.9647,240
118042.SH,128119.SZ,奥维转债,龙大转债,0.9981,149.0612,76.7484,0.0094,0.9647,240
118042.SH,128119.SZ,奥维转债,龙大转债,0.9981,149.0612,76.7484,0.0094,0.9647,240
127088.SZ,128128.SZ,赫达转债,齐翔转2,1.0006,149.0568,180.1648,0.0094,0.8990,240
127088.SZ,128128.SZ,赫达转债,齐翔转2,1.0006,149.0568,180.1648,0.0094,0.8990,240
127088.SZ,128128.SZ,赫达转债,齐翔转2,1.0006,149.0568,180.1648,0.0094,0.8990,240
127025.SZ,128135.SZ,冀东转债,洽洽转债,1.0153,149.0554,154.3391,0.0017,0.9154,240
113605.SH,113682.SH,大参转债,益丰转债,0.9976,149.0527,82.0333,0.0095,0.9261,240
113605.SH,113682.SH,大参转债,益丰转债,0.9976,149.0527,82.0333,0.0095,0.9261,240
113605.SH,113682.SH,大参转债,益丰转债,0.9976,149.0527,82.0333,0.0095,0.9261,240
113652.SH,118033.SH,伟22转债,华特转债,1.0021,149.0163,180.8454,0.0008,0.9563,240
118038.SH,127022.SZ,金宏转债,恒逸转债,0.9664,149.0039,183.1627,0.0008,0.9252,240
127022.SZ,128121.SZ,恒逸转债,宏川转债,1.0095,148.9995,51.4809,0.0100,0.9413,240
127022.SZ,128121.SZ,恒逸转债,宏川转债,1.0095,148.9995,51.4809,0.0100,0.9413,240
127022.SZ,128121.SZ,恒逸转债,宏川转债,1.0095,148.9995,51.4809,0.0100,0.9413,240
159339.OF,563800.OF,银华中证A500ETF,广发中证A500ETF,1.0073,148.9971,72.8418,0.0064,0.9999,233
159740.OF,159741.OF,大成恒生科技ETF,嘉实恒生科技ETF,1.0024,148.9896,87.1765,0.0101,0.9996,240
159740.OF,159741.OF,大成恒生科技ETF,嘉实恒生科技ETF,1.0024,148.9896,87.1765,0.0101,0.9996,240
159740.OF,159741.OF,大成恒生科技ETF,嘉实恒生科技ETF,1.0024,148.9896,87.1765,0.0101,0.9996,240
111001.SH,118022.SH,山玻转债,锂科转债,0.9781,148.9887,97.7828,0.0101,0.9702,240
111001.SH,118022.SH,山玻转债,锂科转债,0.9781,148.9887,97.7828,0.0101,0.9702,240
111001.SH,118022.SH,山玻转债,锂科转债,0.9781,148.9887,97.7828,0.0101,0.9702,240
110073.SH,111002.SH,国投转债,特纸转债,1.0069,148.9817,108.7656,0.0047,0.9299,240
113652.SH,127030.SZ,伟22转债,盛虹转债,0.9894,148.9764,112.4033,0.0102,0.9262,240
113652.SH,127030.SZ,伟22转债,盛虹转债,0.9894,148.9764,112.4033,0.0102,0.9262,240
113652.SH,127030.SZ,伟22转债,盛虹转债,0.9894,148.9764,112.4033,0.0102,0.9262,240
127083.SZ,127088.SZ,山路转债,赫达转债,1.0048,148.9740,124.0168,0.0041,0.9370,240
111000.SH,128119.SZ,起帆转债,龙大转债,0.9828,148.9573,55.2643,0.0104,0.9697,240
111000.SH,128119.SZ,起帆转债,龙大转债,0.9828,148.9573,55.2643,0.0104,0.9697,240
111000.SH,128119.SZ,起帆转债,龙大转债,0.9828,148.9573,55.2643,0.0104,0.9697,240
002252.SZ,600332.SH,上海莱士,白云山,1.6880,148.9569,159.9503,0.0024,0.9034,240
511700.OF,511850.OF,场内货币,招商财富宝E,1.0000,148.9342,36.6251,0.0088,0.8605,240
118033.SH,123107.SZ,华特转债,温氏转债,1.0086,148.9186,132.1129,0.0042,0.9262,240
111010.SH,118038.SH,立昂转债,金宏转债,1.0124,148.9184,216.0026,0.0000,0.9574,240
113623.SH,118042.SH,凤21转债,奥维转债,0.9892,148.9162,41.9674,0.0087,0.9689,240
127042.SZ,127067.SZ,嘉美转债,恒逸转2,0.9899,148.8818,144.1431,0.0040,0.9480,240
127067.SZ,128121.SZ,恒逸转2,宏川转债,1.0040,148.8724,121.7156,0.0113,0.9536,240
127067.SZ,128121.SZ,恒逸转2,宏川转债,1.0040,148.8724,121.7156,0.0113,0.9536,240
127067.SZ,128121.SZ,恒逸转2,宏川转债,1.0040,148.8724,121.7156,0.0113,0.9536,240
159330.OF,159592.OF,东财沪深300ETF,银华中证A50ETF,0.7705,148.8637,152.1723,0.0114,0.9922,240
159330.OF,159592.OF,东财沪深300ETF,银华中证A50ETF,0.7705,148.8637,152.1723,0.0114,0.9922,240
159330.OF,159592.OF,东财沪深300ETF,银华中证A50ETF,0.7705,148.8637,152.1723,0.0114,0.9922,240
159841.OF,516200.OF,天弘中证全指证券公司ETF,华安中证全指证券公司ETF,1.3140,148.8501,229.9718,0.0000,0.9998,240
159603.OF,588350.OF,天弘中证科创创业50ETF,鹏扬中证科创创业50ETF,0.9908,148.8307,62.6942,0.0086,0.9999,240
111000.SH,113623.SH,起帆转债,凤21转债,0.9954,148.8286,88.3592,0.0073,0.9715,240
111014.SH,127031.SZ,李子转债,洋丰转债,1.0052,148.8203,73.1155,0.0081,0.9401,240
118005.SH,127042.SZ,天奈转债,嘉美转债,1.0003,148.8157,130.0656,0.0053,0.9517,240
113627.SH,113636.SH,太平转债,甬金转债,1.0091,148.8114,118.3363,0.0060,0.9147,240
113679.SH,127022.SZ,芯能转债,恒逸转债,0.9851,148.8076,86.6210,0.0119,0.9548,240
113679.SH,127022.SZ,芯能转债,恒逸转债,0.9851,148.8076,86.6210,0.0119,0.9548,240
113679.SH,127022.SZ,芯能转债,恒逸转债,0.9851,148.8076,86.6210,0.0119,0.9548,240
111002.SH,113059.SH,特纸转债,福莱转债,0.9864,148.7871,667.7518,0.0121,0.9027,240
111002.SH,113059.SH,特纸转债,福莱转债,0.9864,148.7871,667.7518,0.0121,0.9027,240
111002.SH,113059.SH,特纸转债,福莱转债,0.9864,148.7871,667.7518,0.0121,0.9027,240
111000.SH,118042.SH,起帆转债,奥维转债,0.9847,148.7861,55.0524,0.0094,0.9747,240
560510.OF,560610.OF,泰康中证A500ETF,招商中证A500ETF,0.9748,148.7849,243.0284,0.0000,0.9999,240
113652.SH,127042.SZ,伟22转债,嘉美转债,0.9931,148.7798,127.2857,0.0122,0.9324,240
113652.SH,127042.SZ,伟22转债,嘉美转债,0.9931,148.7798,127.2857,0.0122,0.9324,240
113652.SH,127042.SZ,伟22转债,嘉美转债,0.9931,148.7798,127.2857,0.0122,0.9324,240
159650.OF,511220.OF,博时中债0-3年国开行ETF,海富通上证城投债ETF,0.4950,148.7755,301.4863,0.0122,0.9595,240
159650.OF,511220.OF,博时中债0-3年国开行ETF,海富通上证城投债ETF,0.4950,148.7755,301.4863,0.0122,0.9595,240
159650.OF,511220.OF,博时中债0-3年国开行ETF,海富通上证城投债ETF,0.4950,148.7755,301.4863,0.0122,0.9595,240
512730.OF,515020.OF,鹏华中证银行ETF,华夏中证银行ETF,1.0679,148.7692,245.7185,0.0000,0.9998,240
113633.SH,128121.SZ,科沃转债,宏川转债,0.9936,148.7637,3267.1168,0.0124,0.9482,240
113633.SH,128121.SZ,科沃转债,宏川转债,0.9936,148.7637,3267.1168,0.0124,0.9482,240
113633.SH,128121.SZ,科沃转债,宏川转债,0.9936,148.7637,3267.1168,0.0124,0.9482,240
159338.OF,560610.OF,国泰中证A500ETF,招商中证A500ETF,1.0167,148.7628,247.4310,0.0000,0.9998,240
127022.SZ,128121.SZ,恒逸转债,宏川转债,1.0095,148.7421,51.4809,0.0100,0.9413,240
110076.SH,118022.SH,华海转债,锂科转债,0.9846,148.7391,202.1378,0.0025,0.9657,240
123071.SZ,123107.SZ,天能转债,温氏转债,1.0139,148.7385,140.5203,0.0056,0.9413,240
159547.OF,512890.OF,华夏中证红利低波动ETF,华泰柏瑞红利低波ETF,0.8659,148.7254,254.9105,0.0000,0.9979,240
111002.SH,123117.SZ,特纸转债,健帆转债,0.9926,148.7253,72.3096,0.0127,0.9013,240
111002.SH,123117.SZ,特纸转债,健帆转债,0.9926,148.7253,72.3096,0.0127,0.9013,240
111002.SH,123117.SZ,特纸转债,健帆转债,0.9926,148.7253,72.3096,0.0127,0.9013,240
123117.SZ,128128.SZ,健帆转债,齐翔转2,1.0028,148.7217,79.0336,0.0088,0.8952,240
123113.SZ,127042.SZ,仙乐转债,嘉美转债,0.9952,148.7122,351.3827,0.0129,0.9514,240
123113.SZ,127042.SZ,仙乐转债,嘉美转债,0.9952,148.7122,351.3827,0.0129,0.9514,240
123113.SZ,127042.SZ,仙乐转债,嘉美转债,0.9952,148.7122,351.3827,0.0129,0.9514,240
161725.OF,512690.OF,招商中证白酒A,鹏华中证酒ETF,2.1483,148.7086,122.9906,0.0129,0.9900,240
161725.OF,512690.OF,招商中证白酒A,鹏华中证酒ETF,2.1483,148.7086,122.9906,0.0129,0.9900,240
161725.OF,512690.OF,招商中证白酒A,鹏华中证酒ETF,2.1483,148.7086,122.9906,0.0129,0.9900,240
159751.OF,513150.OF,鹏华中证港股通科技ETF,华泰柏瑞中证港股通科技ETF,1.0123,148.7026,214.8064,0.0022,0.9997,240
111000.SH,128119.SZ,起帆转债,龙大转债,0.9828,148.6810,55.2643,0.0104,0.9697,240
159518.OF,513350.OF,嘉实标普石油天然气勘探及生产精选行业ETF,富国标普石油天然气勘探及生产精选行业ETF,0.7141,148.6794,263.9871,0.0000,0.9908,240
118042.SH,128119.SZ,奥维转债,龙大转债,0.9981,148.6775,76.7484,0.0094,0.9647,240
601375.SH,512880.OF,中原证券,国泰中证全指证券公司ETF,0.1032,148.6752,670.7441,0.0132,0.9749,240
601375.SH,512880.OF,中原证券,国泰中证全指证券公司ETF,0.1032,148.6752,670.7441,0.0132,0.9749,240
601375.SH,512880.OF,中原证券,国泰中证全指证券公司ETF,0.1032,148.6752,670.7441,0.0132,0.9749,240
