code,name,hist30,hl,vol_score,hl_score_original,hl_score,total
161039.SZ,1000增强LOF,18.49,0.183,46.28,52,10.9,30.29
160135.SZ,高铁基金LOF,11.43,0.2667,9.73,76,96.08,30.22
501095.SH,中银证券科技创新LOF,17.4,0.194,41.38,55,22.19,30.16
560150.SH,红利低波ETF泰康,11.96,0.2043,33.81,58,39.75,30.09
164606.SZ,信用增利LOF,21.0,0.2244,20.63,64,70.5,30.03
563360.SH,A500ETF华泰柏瑞,16.01,0.2024,35.9,57,34.66,29.96
163407.SZ,兴全沪深300LOF,11.36,0.2306,18.73,65,74.54,29.9
513210.SH,恒生ETF易方达,17.42,0.2238,22.58,63,65.47,29.83
513910.SH,港股央企红利ETF,17.54,0.1843,45.95,52,10.9,29.77
160133.SZ,南方天元LOF,17.36,0.1947,41.06,55,22.19,29.7
501025.SH,香港银行LOF,17.62,0.1912,43.15,54,17.3,29.63
512900.SH,证券ETF南方,13.73,0.2426,13.64,69,86.03,29.57
161820.SZ,银华纯债LOF,1.54,0.2517,11.42,71,91.06,29.5
161029.SZ,银行龙头LOF,11.19,0.2141,26.57,61,55.68,29.44
160919.SZ,产业升级LOF,14.17,0.2101,28.92,60,50.07,29.37
501207.SH,华夏创新未来LOF,20.43,0.1756,47.06,50,7.11,29.31
168105.SZ,九泰泰富LOF,18.03,0.2102,28.52,60,50.07,29.24
165512.SZ,中信保诚机遇LOF,14.16,0.2716,8.55,77,96.54,29.18
508098.SH,嘉实京东仓储基础设施REIT,8.97,0.1944,40.34,55,22.19,29.11
159996.SZ,家电ETF,13.53,0.2394,13.84,68,83.55,28.98
513630.SH,港股低波红利ETF摩根,17.27,0.1853,44.97,52,10.9,28.98
563200.SH,中证2000ETF富国,19.69,0.1942,39.95,55,22.19,28.92
560890.SH,红利低波ETF新华,11.58,0.2259,19.19,64,70.5,28.85
501043.SH,沪深300LOF,10.63,0.228,17.43,65,74.54,28.79
512880.SH,证券ETF,13.25,0.2458,11.29,70,88.77,28.72
161831.SZ,恒生国企LOF,16.01,0.2342,15.67,66,78.39,28.59
562500.SH,机器人ETF,22.85,0.1764,46.21,50,7.11,28.59
561590.SH,中证1000增强ETF,17.69,0.1977,36.95,56,28.59,28.52
501213.SH,中欧汇选FOF,11.09,0.2562,8.94,73,93.86,28.46
159003.SZ,招商快线ETF,0.02,0.3486,6.33,99,99.93,28.39
515850.SH,证券ETF富国,12.47,0.2451,11.1,70,88.77,28.33
163409.SZ,兴全绿色LOF,19.19,0.1935,39.62,55,22.19,28.26
159547.SZ,红利低波ETF华夏,11.5,0.2079,29.9,59,44.71,28.2
561000.SH,沪深300ETF增强基金,10.95,0.2467,10.97,70,88.77,28.13
160916.SZ,优选LOF,12.67,0.2214,20.95,63,65.47,28.07
161837.SZ,银华大盘定开,11.6,0.2407,13.19,68,83.55,27.94
159631.SZ,A100ETF招商,14.09,0.209,29.83,59,44.71,27.94
560520.SH,红利低波100ETF大成,10.15,0.2535,9.27,72,92.49,27.87
159627.SZ,A100ETF华夏,13.55,0.2166,24.87,61,55.68,27.81
516590.SH,智能汽车ETF易方达,17.08,0.226,18.47,64,70.5,27.74
511670.SH,华泰天天金ETF,0.37,0.2924,6.66,83,97.98,27.68
165516.SZ,中信保诚周期LOF,23.18,0.1737,46.08,49,5.94,27.61
515310.SH,沪深300ETF汇添富,11.67,0.2254,18.41,64,70.5,27.55
502010.SH,证券LOF,10.71,0.2414,12.79,68,83.55,27.48
506005.SH,科创板博时,22.39,0.1706,46.61,48,4.63,27.42
512570.SH,证券ETF易方达,13.29,0.2449,11.68,69,86.03,27.35
501219.SH,智胜先锋LOF,16.42,0.1858,42.56,53,13.97,27.28
515350.SH,沪深300ETF民生加银,13.28,0.2141,24.61,61,55.68,27.22
159553.SZ,中证2000增强ETF海富通,18.31,0.2025,33.62,57,34.66,27.15
511700.SH,场内货币ETF,0.19,0.3336,5.94,95,99.15,27.09
563220.SH,中证A500ETF富国,15.32,0.202,33.55,57,34.66,27.02
501208.SH,中欧创新未来LOF,21.59,0.1801,44.65,51,8.75,26.96
159919.SZ,沪深300ETF嘉实,12.09,0.2245,18.08,64,70.5,26.89
159525.SZ,红利低波ETF,11.3,0.2004,33.42,57,34.66,26.83
161123.SZ,并购重组LOF,19.23,0.2136,24.28,61,55.68,26.76
510390.SH,沪深300ETF平安,12.53,0.2217,20.04,63,65.47,26.7
515630.SH,证券保险ETF鹏华,14.0,0.2274,17.89,64,70.5,26.63
159687.SZ,亚太精选ETF南方,22.08,0.1851,43.41,52,10.9,26.57
508027.SH,东吴苏园产业REIT,8.65,0.1466,47.52,41,1.17,26.5
512000.SH,券商ETF,12.82,0.2455,9.86,70,88.77,26.44
512380.SH,MSCI中国ETF银华,13.67,0.2114,26.44,60,50.07,26.37
501021.SH,香港中小LOF,18.95,0.203,30.74,58,39.75,26.31
501222.SH,如意招享FOF,7.52,0.2747,5.94,78,97.26,26.24
161713.SZ,招商信用添利LOF,10.24,0.2683,6.4,76,96.08,26.11
560880.SH,家电ETF广发,12.94,0.2363,13.05,67,80.55,26.11
511380.SH,可转债ETF博时,15.79,0.182,43.8,51,8.75,26.04
159993.SZ,证券ETF鹏华,13.04,0.2425,10.64,69,86.03,25.98
501045.SH,沪深300LOFC,8.6,0.2512,8.49,71,91.06,25.91
159949.SZ,创业板50ETF,21.22,0.2101,25.98,60,50.07,25.85
159848.SZ,证券ETF国联安,13.26,0.2485,9.33,70,88.77,25.72
159673.SZ,沪深300ETF鹏华,11.69,0.2258,17.17,64,70.5,25.72
180106.SZ,广发成都高投产业园REIT,11.62,0.183,42.69,52,10.9,25.59
515810.SH,中证800ETF易方达,14.81,0.2088,28.2,59,44.71,25.59
510980.SH,上证指数ETF汇添富,11.71,0.2004,32.51,57,34.66,25.52
161033.SZ,智能汽车LOF,16.49,0.1957,37.79,55,22.19,25.46
166016.SZ,中欧纯债LOF,2.04,0.2405,11.49,68,83.55,25.39
501001.SH,财通精选混合LOF,10.88,0.2575,7.05,73,93.86,25.33
512360.SH,MSCI中国A股ETF基金,14.85,0.2155,23.37,61,55.68,25.26
510370.SH,沪深300ETF兴业,11.32,0.2278,15.27,65,74.54,25.2
160322.SZ,港股精选LOF,17.35,0.2272,16.97,64,70.5,25.07
159925.SZ,沪深300ETF南方,12.06,0.2239,19.13,63,65.47,25.07
167506.SZ,安信深圳科技LOF,20.09,0.2111,25.72,60,50.07,25.0
164902.SZ,交银添利LOF,14.75,0.2433,10.18,69,86.03,24.93
159376.SZ,A500ETF浦银,15.79,0.1983,34.79,56,28.59,24.87
159686.SZ,A100ETF易方达,12.97,0.2287,15.08,65,74.54,24.8
159561.SZ,德国ETF嘉实,22.39,0.2162,23.04,61,55.68,24.74
511770.SH,金鹰增益货币ETF,1.15,0.2683,5.68,76,96.08,24.67
161216.SZ,国投双债LOF,7.3,0.2632,5.94,75,95.43,24.61
561900.SH,沪深300ESGETF招商,11.46,0.2285,14.75,65,74.54,24.54
159552.SZ,中证2000增强ETF招商,20.37,0.1906,39.23,54,17.3,24.48
561120.SH,家电ETF,12.66,0.2345,11.88,67,80.55,24.41
501058.SH,新能源车LOFC,21.96,0.1882,40.34,53,13.97,24.35
515390.SH,沪深300ETF指数基金,12.06,0.2239,18.21,63,65.47,24.28
159597.SZ,创业板成长ETF易方达,23.68,0.1913,38.84,54,17.3,24.22
160505.SZ,博时主题LOF,14.38,0.2043,29.18,58,39.75,24.15
159842.SZ,券商ETF,12.24,0.245,8.16,70,88.77,24.09
511620.SH,货币ETF国泰,0.29,0.3294,3.72,94,99.09,24.02
159810.SZ,创业板ETF浦银,19.93,0.2113,24.67,60,50.07,23.96
160526.SZ,博时优势企业,13.78,0.1915,38.71,54,17.3,23.89
515010.SH,证券ETF华夏,12.8,0.2417,9.2,69,86.03,23.83
515580.SH,科技100ETF,20.4,0.1957,36.55,55,22.19,23.76
161015.SZ,富国天盈LOF,6.59,0.3028,3.85,86,98.3,23.69
159333.SZ,港股央企红利ETF万家,16.16,0.1917,38.51,54,17.3,23.63
510300.SH,沪深300ETF华泰柏瑞,12.6,0.2198,19.84,62,60.7,23.56
517350.SH,沪港深科技ETF广发,18.09,0.2159,21.93,61,55.68,23.5
510350.SH,沪深300ETF工银,11.85,0.2245,15.54,64,70.5,23.43
160515.SZ,安丰18定开,11.88,0.2734,4.05,78,97.26,23.37
512640.SH,金融地产ETF嘉实,11.86,0.2264,15.4,64,70.5,23.3
160225.SZ,新能源汽车LOF,16.68,0.2181,19.58,62,60.7,23.24
508086.SH,工银河北高速REIT,4.0,0.273,4.18,77,96.54,23.17
159523.SZ,沪深300成长ETF华夏,13.58,0.2173,19.45,62,60.7,23.11
159923.SZ,中证A100ETF大成,14.36,0.213,23.96,60,50.07,23.04
561930.SH,沪深300ETF招商,12.59,0.2199,19.39,62,60.7,22.98
159578.SZ,深证主板50ETF南方,11.39,0.2476,7.31,70,88.77,22.91
516200.SH,证券ETF指数基金,12.69,0.2419,8.42,69,86.03,22.85
160722.SZ,嘉实惠泽LOF,21.99,0.1777,42.17,50,7.11,22.78
168102.SZ,九泰锐富LOF,12.35,0.2115,23.69,60,50.07,22.72
501211.SH,民生加银优享FOF,11.21,0.2742,3.46,78,97.26,22.65
501028.SH,财通福瑞混合LOF,8.37,0.2677,3.92,76,96.08,22.58
159709.SZ,物联网ETF工银,22.76,0.1765,41.91,50,7.11,22.52
167003.SZ,鼎弘LOF,6.61,0.2843,3.0,81,97.78,22.45
516380.SH,智能电动车ETF,17.04,0.2237,16.84,63,65.47,22.39
159692.SZ,证券ETF东财,12.58,0.2384,9.07,68,83.55,22.32
512910.SH,中证A100ETF,12.7,0.2147,20.95,61,55.68,22.26
501060.SH,金选300A类LOF,9.32,0.2279,12.86,65,74.54,22.19
512160.SH,MSCI中国A股ETF南方,13.47,0.2082,25.59,59,44.71,22.13
159841.SZ,证券ETF,12.56,0.2445,7.7,69,86.03,22.0
501302.SH,恒生指数基金LOF,17.0,0.2362,10.05,67,80.55,22.0
515560.SH,证券ETF建信,13.23,0.2413,8.75,68,83.55,21.93
501016.SH,券商基金LOF,11.22,0.2534,4.9,72,92.49,21.87
159353.SZ,中证A500ETF景顺,14.56,0.1982,32.25,56,28.59,21.8
510760.SH,上证指数ETF国泰,13.14,0.1956,34.92,55,22.19,21.74
159338.SZ,中证A500ETF,14.94,0.2017,29.57,57,34.66,21.67
563330.SH,A股ETF,16.04,0.1896,37.01,54,17.3,21.61
563020.SH,红利低波ETF易方达,11.31,0.1935,34.86,55,22.19,21.54
510330.SH,沪深300ETF华夏,12.01,0.223,16.25,63,65.47,21.48
168104.SZ,九泰锐丰LOF,12.25,0.2337,10.7,66,78.39,21.41
501050.SH,50AHLOF,13.06,0.2072,25.07,59,44.71,21.34
511950.SH,添利货币ETF,0.33,0.3252,1.83,92,98.89,21.28
165515.SZ,中信保诚300LOF,11.96,0.223,16.12,63,65.47,21.21
517010.SH,沪港深500ETF易方达,13.91,0.2142,20.3,61,55.68,21.15
510210.SH,上证指数ETF,12.76,0.1994,31.85,56,28.59,21.08
159791.SZ,300ESGETF华夏,11.71,0.221,15.93,63,65.47,21.02
159849.SZ,生物科技ETF招商,17.85,0.1948,34.46,55,22.19,20.95
161716.SZ,招商双债LOF,1.1,0.1488,43.28,42,1.5,20.89
159717.SZ,ESGETF,13.51,0.2202,17.89,62,60.7,20.76
161038.SZ,成长LOF,16.22,0.2397,8.09,68,83.55,20.76
511600.SH,货币ETF,0.73,0.3144,1.37,89,98.76,20.69
501083.SH,科创银华LOF,16.57,0.1968,31.4,56,28.59,20.63
164808.SZ,工银四季LOF,4.13,0.2696,1.89,77,96.54,20.56
510360.SH,沪深300ETF广发,11.43,0.2219,15.14,63,65.47,20.5
159938.SZ,医药ETF广发,15.55,0.2025,28.33,57,34.66,20.43
159730.SZ,家电ETF博时,11.91,0.233,9.53,66,78.39,20.37
161812.SZ,深证100LOF,10.19,0.2465,4.96,70,88.77,20.3
165521.SZ,金融LOF,11.56,0.229,11.03,65,74.54,20.23
501218.SH,工银睿智进取FOF,27.28,0.1901,35.51,54,17.3,20.17
517660.SH,物联网ETF天弘,20.01,0.1983,30.61,56,28.59,20.1
512050.SH,A500ETF基金,15.97,0.1921,35.44,54,17.3,20.04
160223.SZ,创业板LOF,18.96,0.2013,28.0,57,34.66,19.91
530080.SH,上证180ETF天弘,13.53,0.2001,28.0,57,34.66,19.91
510810.SH,上海国企ETF汇添富,11.24,0.2309,10.9,65,74.54,19.84
159936.SZ,可选消费ETF,12.81,0.2161,18.73,61,55.68,19.78
159961.SZ,深100ETF方正富邦,13.33,0.229,10.57,65,74.54,19.71
159821.SZ,创业板ETF中银证券,20.39,0.2033,25.46,58,39.75,19.65
515330.SH,沪深300ETF天弘,11.22,0.2211,14.43,63,65.47,19.58
166027.SZ,中欧创业定开,12.94,0.2258,12.27,64,70.5,19.52
160622.SZ,鹏华丰利LOF,7.43,0.2809,0.59,80,97.58,19.45
159358.SZ,中证A500ETF大成,15.9,0.1879,36.36,53,13.97,19.39
168301.SZ,东海祥龙LOF,4.78,0.2657,1.44,75,95.43,19.32
516730.SH,证券ETF浦银,13.1,0.2364,7.77,67,80.55,19.26
510310.SH,沪深300ETF易方达,12.04,0.2232,14.23,63,65.47,19.19
159352.SZ,A500ETF南方,15.02,0.201,27.35,57,34.66,19.13
163003.SZ,长信利鑫LOF,3.9,0.302,0.07,86,98.3,18.99
163907.SZ,中海惠裕LOF,3.43,0.3023,0.07,86,98.3,18.99
166025.SZ,中欧远见定开,13.77,0.1962,29.9,56,28.59,18.93
501053.SH,东方红目标优选,4.14,0.2923,0.07,83,97.98,18.86
159576.SZ,深证100ETF广发,13.53,0.2245,11.81,64,70.5,18.8
520890.SH,港股通红利低波ETF华泰柏瑞,14.57,0.1883,36.03,53,13.97,18.73
159545.SZ,恒生红利低波ETF易方达,15.17,0.1655,40.27,47,4.05,18.67
159901.SZ,深证100ETF易方达,13.19,0.2282,9.99,65,74.54,18.6
517000.SH,沪港深500ETF,13.07,0.2178,15.86,62,60.7,18.54
180603.SZ,华夏大悦城商业REIT,11.4,0.1807,38.12,51,8.75,18.47
161027.SZ,证券LOF,12.39,0.2361,7.25,67,80.55,18.41
501310.SH,价值基金LOF,15.62,0.2318,8.16,66,78.39,18.34
165517.SZ,中信保诚双盈LOF,3.69,0.2754,0.07,78,97.26,18.28
159681.SZ,创50ETF,19.87,0.2084,22.52,59,44.71,18.21
163113.SZ,申万证券LOF,9.92,0.2417,4.63,69,86.03,18.15
501038.SH,银华明择,7.28,0.2626,0.52,75,95.43,18.08
510200.SH,上证券商ETF汇安,11.66,0.2382,5.55,68,83.55,18.02
163005.SZ,长信利众LOF,5.84,0.2593,0.65,74,94.84,17.95
159903.SZ,深成ETF南方,16.92,0.1971,29.05,56,28.59,17.89
160812.SZ,长盛同益LOF,18.64,0.1882,35.25,53,13.97,17.82
159359.SZ,A500指数ETF,15.83,0.181,37.47,51,8.75,17.75
159956.SZ,创业板ETF建信,19.17,0.2043,24.09,58,39.75,17.69
167508.SZ,安信价值发现定开,11.27,0.2117,19.65,60,50.07,17.62
163402.SZ,兴全趋势LOF,17.09,0.1831,36.42,52,10.9,17.56
163418.SZ,兴全合兴LOF,17.18,0.1936,31.53,55,22.19,17.49
561130.SH,国货ETF富国,12.02,0.2268,10.77,64,70.5,17.43
159814.SZ,创业大盘ETF西部利得,20.85,0.2027,26.11,57,34.66,17.36
530680.SH,上证180ETF兴业,13.89,0.1997,26.04,57,34.66,17.3
159555.SZ,中证2000增强ETF银华,18.69,0.1785,37.66,50,7.11,17.23
515380.SH,沪深300ETF泰康,11.21,0.2204,14.69,62,60.7,17.17
160127.SZ,南方消费LOF,13.78,0.2172,14.56,62,60.7,17.1
159682.SZ,创业板50ETF景顺,19.78,0.2091,21.41,59,44.71,17.04
160706.SZ,沪深300LOF,10.05,0.2207,12.34,63,65.47,16.91
502053.SH,券商LOF,10.67,0.2416,3.52,69,86.03,16.91
159612.SZ,标普500ETF,9.17,0.2454,2.28,70,88.77,16.84
515860.SH,科技ETF嘉实,21.13,0.1821,35.64,52,10.9,16.78
512150.SH,富时A50ETF汇安,8.47,0.2301,8.36,65,74.54,16.71
511180.SH,可转债ETF海富通,12.82,0.1654,38.51,47,4.05,16.58
561990.SH,沪深300增强ETF招商,11.6,0.2193,14.23,62,60.7,16.58
563500.SH,A500ETF华宝,15.75,0.1799,36.49,51,8.75,16.51
159970.SZ,深100ETF工银,12.19,0.2317,6.53,66,78.39,16.45
159351.SZ,A500ETF嘉实,14.77,0.2006,25.26,57,34.66,16.38
159975.SZ,深100ETF招商,12.79,0.2238,11.95,63,65.47,16.32
513950.SH,恒生红利ETF,15.58,0.1747,37.27,49,5.94,16.25
159529.SZ,标普消费ETF,8.29,0.2415,2.94,69,86.03,16.19
161816.SZ,中证90LOF,12.35,0.2253,9.6,64,70.5,16.12
180201.SZ,平安广州广河REIT,4.63,0.1954,30.29,55,22.19,16.06
516720.SH,ESGETF浦银,13.05,0.2191,13.77,62,60.7,15.99
159723.SZ,科技龙头ETF汇添富,17.35,0.2117,18.21,60,50.07,15.93
160326.SZ,优选配置FOF-LOF,8.52,0.2462,1.57,70,88.77,15.86
161720.SZ,证券基金LOF,10.94,0.2345,5.09,67,80.55,15.8
563280.SH,A50增强ETF富国,12.67,0.2188,13.51,62,60.7,15.73
516830.SH,300ESGETF,11.6,0.2152,15.6,61,55.68,15.67
159300.SZ,300ETF,10.96,0.2179,13.45,62,60.7,15.6
159375.SZ,创业板50ETF国泰,20.51,0.1791,35.7,51,8.75,15.54
511880.SH,银华日利ETF,0.17,0.0048,39.3,1,0.07,15.47
159302.SZ,港股高股息ETF,15.75,0.1744,36.68,49,5.94,15.4
530580.SH,上证180ETF南方,14.22,0.1974,26.96,56,28.59,15.34
501186.SH,华夏兴融LOF,10.46,0.2363,4.57,67,80.55,15.27
162414.SZ,新机遇LOF,4.93,0.2501,0.07,71,91.06,15.21
161626.SZ,融通通福LOF,26.32,0.1884,33.09,53,13.97,15.08
159361.SZ,A500ETF易方达,14.68,0.1888,33.09,53,13.97,15.08
159621.SZ,ESGETF国泰,10.11,0.2296,7.11,65,74.54,15.01
520550.SH,港股红利低波ETF,14.68,0.1538,38.25,43,1.7,14.95
165311.SZ,信用债LOF,11.1,0.2298,6.98,65,74.54,14.88
164210.SZ,天弘同利LOF,5.17,0.2464,0.85,70,88.77,14.82
501300.SH,美元债LOF,3.01,0.2271,8.68,64,70.5,14.75
563520.SH,沪深300ETF永赢,12.34,0.2114,17.23,60,50.07,14.69
159720.SZ,智能车ETF泰康,16.01,0.218,12.66,62,60.7,14.62
520830.SH,沙特ETF,18.05,0.1869,32.64,53,13.97,14.56
159563.SZ,创业板综ETF华夏,19.34,0.1923,31.14,54,17.3,14.49
159943.SZ,深证成指ETF大成,15.63,0.2007,23.63,57,34.66,14.43
511160.SH,国债ETF东财,0.38,0.1162,38.32,33,0.33,14.36
159357.SZ,A500ETF博时,15.13,0.1887,32.31,53,13.97,14.3
161126.SZ,标普医疗保健LOF,12.2,0.2405,2.48,68,83.55,14.23
512090.SH,MSCIA股ETF易方达,12.14,0.209,19.06,59,44.71,14.16
161233.SZ,国投瑞泰LOF,10.33,0.2285,6.27,65,74.54,14.1
501215.SH,积极配置FOF,13.47,0.1949,28.59,55,22.19,14.03
563800.SH,A500ETF龙头,15.05,0.1923,30.68,54,17.3,13.97
517330.SH,长江保护ETF易方达,14.27,0.2085,18.86,59,44.71,13.9
159964.SZ,创业板ETF平安,19.87,0.1943,28.46,55,22.19,13.84
159649.SZ,国开债ETF,0.51,0.1569,37.08,44,1.96,13.77
513290.SH,纳指生物科技ETF汇添富,23.26,0.209,18.67,59,44.71,13.71
159602.SZ,中国A50ETF南方,13.48,0.2024,22.91,57,34.66,13.64
563880.SH,A500ETF汇添富,14.8,0.19,30.22,54,17.3,13.58
513730.SH,东南亚科技ETF,17.65,0.1611,36.1,46,3.2,13.51
159331.SZ,红利港股ETF国泰,15.76,0.1689,35.31,48,4.63,13.45
508011.SH,嘉实物美消费REIT,9.6,0.1885,31.27,53,13.97,13.38
162307.SZ,海富通A100LOF,12.97,0.2139,13.38,61,55.68,13.32
159623.SZ,成渝经济圈ETF博时,13.42,0.2223,9.14,63,65.47,13.25
159339.SZ,A500ETF,13.59,0.2011,22.26,57,34.66,13.19
159952.SZ,创业板ETF广发,19.97,0.1973,24.8,56,28.59,13.12
517080.SH,沪港深500ETF汇添富,13.08,0.2075,17.89,59,44.71,13.05
159958.SZ,创业板ETF工银,19.48,0.1933,27.48,55,22.19,12.99
501088.SH,嘉实瑞虹,10.83,0.232,3.33,66,78.39,12.92
161227.SZ,国投深证100LOF,11.21,0.2264,6.66,64,70.5,12.86
512520.SH,MSCIETF,12.58,0.2065,17.69,59,44.71,12.79
159330.SZ,沪深300ETF东财,10.16,0.218,10.84,62,60.7,12.73
159675.SZ,创业板增强ETF嘉实,18.03,0.2048,19.71,58,39.75,12.66
164703.SZ,汇添富纯债LOF,2.54,0.203,21.8,57,34.66,12.6
159350.SZ,深证50ETF富国,12.42,0.2229,8.55,63,65.47,12.53
159902.SZ,中小100ETF华夏,15.81,0.1944,27.09,55,22.19,12.47
513820.SH,港股通红利ETF汇添富,15.75,0.1751,33.42,50,7.11,12.4
560380.SH,A100ETF南方,14.74,0.1889,30.42,53,13.97,12.34
159721.SZ,深证100ETF永赢,13.64,0.2175,10.25,62,60.7,12.27
159370.SZ,创50ETF工银,19.36,0.2003,21.28,57,34.66,12.21
160637.SZ,创业板LOF基金,17.64,0.207,16.91,59,44.71,12.14
517030.SH,沪港深300ETF易方达,10.55,0.2217,7.96,63,65.47,12.08
160607.SZ,鹏华价值优势LOF,15.44,0.2155,12.14,61,55.68,12.01
164208.SZ,天弘丰利LOF,2.95,0.2413,0.07,68,83.55,11.95
161014.SZ,富国汇利定开,4.44,0.2251,5.61,64,70.5,11.88
159957.SZ,创业板ETF华夏,19.72,0.1945,26.24,55,22.19,11.81
159360.SZ,中证A500ETF天弘,14.74,0.1866,29.63,53,13.97,11.75
159808.SZ,创100ETF融通,19.07,0.1976,23.37,56,28.59,11.68
501312.SH,海外科技LOF,29.78,0.1613,34.2,46,3.2,11.62
160807.SZ,长盛沪深300LOF,8.07,0.2219,7.51,63,65.47,11.55
159912.SZ,深300ETF汇添富,15.17,0.2006,20.63,57,34.66,11.49
501212.SH,广发优选配置FOF,9.59,0.2032,18.34,58,39.75,11.42
512650.SH,长三角ETF汇添富,16.42,0.1879,29.37,53,13.97,11.36
163109.SZ,申万深成LOF,15.01,0.1986,22.98,56,28.59,11.29
515360.SH,方正沪深300ETF,11.37,0.2128,13.71,60,50.07,11.23
508022.SH,博时津开产园REIT,15.05,0.1758,32.05,50,7.11,11.16
159150.SZ,深证50ETF易方达,11.87,0.2218,6.85,63,65.47,11.1
159356.SZ,A500ETF万家,14.22,0.193,25.39,55,22.19,11.03
159915.SZ,创业板ETF易方达,20.17,0.1959,25.33,55,22.19,10.97
161908.SZ,万家添利LOF,5.81,0.2314,1.24,66,78.39,10.9
160621.SZ,鹏华丰和LOF,9.18,0.2331,0.98,66,78.39,10.84
560050.SH,中国A50ETF汇添富,12.95,0.2061,17.36,58,39.75,10.77
517300.SH,沪港深300ETF国寿,10.79,0.2144,10.51,61,55.68,10.7
501029.SH,红利基金LOF,10.32,0.1975,22.0,56,28.59,10.64
159380.SZ,A500ETF东财,13.75,0.1892,26.76,54,17.3,10.57
161127.SZ,标普生物科技LOF,25.42,0.1791,30.35,51,8.75,10.51
512020.SH,A500ETF鹏华,14.31,0.1836,29.37,52,10.9,10.44
515800.SH,800ETF,11.97,0.2116,12.53,60,50.07,10.38
159948.SZ,创业板ETF南方,19.29,0.1932,24.41,55,22.19,10.31
562310.SH,沪深300成长ETF银华,12.63,0.2107,12.4,60,50.07,10.25
563000.SH,中国A50ETF易方达,12.57,0.2045,16.71,58,39.75,10.18
512180.SH,MSCIA股ETF建信,10.96,0.217,7.57,62,60.7,10.12
169105.SZ,东方红睿华LOF,15.2,0.1565,32.64,44,1.96,10.05
508033.SH,易方达深高速REIT,5.33,0.2189,7.44,62,60.7,9.99
560530.SH,中证A500ETF摩根,13.39,0.1981,21.15,56,28.59,9.92
159383.SZ,创业板50ETF华泰柏瑞,21.13,0.1798,29.63,51,8.75,9.86
159969.SZ,深100ETF银华,11.71,0.2237,5.29,63,65.47,9.79
560510.SH,中证A500ETF,13.05,0.1973,21.08,56,28.59,9.73
159908.SZ,创业板ETF博时,19.0,0.1943,23.69,55,22.19,9.66
159991.SZ,创业板大盘ETF招商,19.77,0.1979,20.89,56,28.59,9.6
159977.SZ,创业板ETF天弘,19.32,0.1945,23.56,55,22.19,9.53
160140.SZ,美国REIT精选LOF,8.66,0.2291,1.11,65,74.54,9.46
501051.SH,圆信永丰汇利LOF,13.88,0.222,4.83,63,65.47,9.4
508001.SH,浙商沪杭甬REIT,9.13,0.186,26.89,53,13.97,9.33
164810.SZ,工银纯债定开,1.57,0.2211,4.7,63,65.47,9.27
159716.SZ,深证100ETF华宝,12.02,0.219,6.59,62,60.7,9.2
163111.SZ,申万中小LOF,15.77,0.2039,15.34,58,39.75,9.14
161117.SZ,易基永旭添利定开,1.91,0.2219,4.11,63,65.47,9.07
160618.SZ,鹏华丰泽LOF,3.15,0.2301,0.07,65,74.54,9.01
161607.SZ,巨潮100LOF,8.44,0.2248,1.76,64,70.5,8.94
159502.SZ,标普生物科技ETF嘉实,26.63,0.1775,28.92,50,7.11,8.88
180601.SZ,华夏华润商业REIT,11.27,0.1763,28.66,50,7.11,8.81
159386.SZ,A500ETF永赢,14.93,0.1843,27.02,52,10.9,8.75
511030.SH,公司债ETF,0.53,0.15,30.81,42,1.5,8.68
561880.SH,A100ETF基金,11.85,0.202,16.45,57,34.66,8.62
512970.SH,大湾区ETF,15.34,0.1991,18.99,56,28.59,8.55
162509.SZ,中证A100LOF,9.93,0.2181,5.16,62,60.7,8.49
160615.SZ,鹏华300LOF,11.68,0.2125,9.66,60,50.07,8.42
163417.SZ,兴全合宜LOF,18.1,0.186,24.87,53,13.97,8.36
159373.SZ,创业板50ETF嘉实,20.75,0.1809,27.09,51,8.75,8.29
560610.SH,A500ETF招商,13.05,0.1994,18.47,56,28.59,8.22
513400.SH,道琼斯ETF,19.11,0.2096,11.23,59,44.71,8.16
164508.SZ,国富中证A100LOF,12.1,0.2032,13.32,58,39.75,8.09
164814.SZ,工银双债LOF,16.57,0.2164,6.46,61,55.68,8.03
159656.SZ,沪深300成长ETF万家,12.74,0.2094,11.16,59,44.71,7.96
508066.SH,华泰江苏交控REIT,9.88,0.1718,27.61,49,5.94,7.9
160128.SZ,南方金利定开,1.67,0.1528,29.24,43,1.7,7.83
159971.SZ,创业板ETF富国,18.59,0.1957,20.43,55,22.19,7.77
513530.SH,港股通红利ETF华泰柏瑞,15.1,0.1686,27.94,48,4.63,7.7
159676.SZ,创业板增强ETF富国,17.95,0.1907,22.26,54,17.3,7.64
162712.SZ,广发聚利LOF,2.8,0.2211,1.5,63,65.47,7.57
511100.SH,国债ETF华夏,1.68,0.1407,28.79,40,1.11,7.51
161614.SZ,融通四季添利LOF,1.96,0.2231,1.17,63,65.47,7.44
501077.SH,富国创新企业LOF,12.32,0.2142,5.35,61,55.68,7.38
515160.SH,MSCI中国ETF招商,11.9,0.2024,14.03,57,34.66,7.31
161727.SZ,招商增荣LOF,11.23,0.2236,0.72,63,65.47,7.25
512080.SH,A500ETF中金,13.43,0.1907,21.34,54,17.3,7.18
159601.SZ,A50ETF,11.45,0.2034,11.29,58,39.75,7.11
160926.SZ,创业板定开,6.61,0.2202,2.09,62,60.7,7.05
